"Title","Mar 2016","Mar 2017","Mar 2018","Mar 2019","Mar 2020","Mar 2021","Mar 2022","Mar 2023","Mar 2024","Mar 2025"
"Computer Software","0.3","0","0","0","0","0","0","0","5.9","5.9"
"Other Intangible Assets","0","0","0","4.8","4.8","4.8","5.9","5.9","0","0"
"Accumulated Depreciation/Amortisation","0.1","0","0","1.2","1.7","2.2","2.3","2.5","2.6","3.6"
"Computer Software","0.1","0","0","0","0","0","0","0","2.6","3.6"
"Other Intangible Assets","0","0","0","1.2","1.7","2.2","2.3","2.5","0","0"
"Impairment","0","0","0","0","0","0","0","0","0","0"
"Net Block","0.3","0","0","3.5","3","2.6","3.6","3.4","3.3","2.3"
"Computer Software","0.3","0","0","0","0","0","0","0","3.3","2.3"
"Other Intangible Assets","0","0","0","3.5","3","2.6","3.6","3.4","0","0"
"Capital Work-in-Progress","56","108.7","0","12.7","11.2","0","0","12.8","1.6","83.1"
"Gross Block","56","108.7","0","12.7","11.2","0","0","12.8","1.6","83.1"
"Other CWIP","56","108.7","0","12.7","11.2","0","0","12.8","1.6","83.1"
"Accumulated Depreciation/Amortisation","0","0","0","0","0","0","0","0","0","0"
"Impairment","0","0","0","0","0","0","0","0","0","0"
"Net Block","56","108.7","0","12.7","11.2","0","0","12.8","1.6","83.1"
"Other CWIP","56","108.7","0","12.7","11.2","0","0","12.8","1.6","83.1"
"Non-Current Investments","0","0","49","50.1","1.5","1.4","1.1","1.1","0","0"
"Trade Investment","0","0","0","0","0","0","0","0","0","0"
"Investment in Equity Instruments","0","0","0","0","0","0","0","0","0","0"
"Equity Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Equity Shares Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Preference Shares","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investment in Properties","0","0","0","0","0","0","0","0","0","0"
"Investments in Government or Trust securities","0","0","0","0","0","0","0","0","0","0"
"Investments in debentures or bonds","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Quoted","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Mutual Funds","0","0","0","0","0","0","0","0","0","0"
"Investments in Insurance Business","","","","0","0","0","0","0","0","0"
"Other Investment","0","0","49","50.1","1.5","1.4","1.1","1.1","0","0"
"Investment in Equity Instruments","0","0","0","1.1","1.5","1.4","1.1","1.1","0","0"
"Equity Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Equity Shares Unquoted","0","0","0","1.1","1.5","1.4","1.1","1.1","0","0"
"Others","0","0","0","1.1","1.5","1.4","1.1","1.1","0","0"
"Investments in Preference Shares","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investment in Properties","0","0","49","49","0","0","0","0","0","0"
"Gross Investments in Properties","0","0","49","49","0","0","0","0","0","0"
"Investments in Government or Trust securities","0","0","0","0","0","0","0","0","0","0"
"Investments in debentures or bonds","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Quoted","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Mutual Funds","0","0","0","0","0","0","0","0","0","0"
"Investments in Insurance Business","","","","0","0","0","0","0","0","0"
"Aggregate Value of Non Current Unquoted Investments","0","0","0","1.1","1.5","1.4","1.1","1.1","0","0"
"Deferred Tax Assets (net)","0","0","0","0","0","0","0","0","0","0"
"Deferred_Tax Assets","0","0","0","0","0","0","0","0","0","0"
"Deferred_Tax Liability","0","0","0","0","0","0","0","0","0","0"
"Long-Term Loans and Advances","0","2.8","3.9","8","2.9","4.1","3.1","3.2","26.8","50.8"
"Capital Advances","0","1.3","2.7","6.5","1.2","2.3","1.3","1.3","24.5","48.3"
"Unsecured, considered good","0","1.3","2.7","6.5","1.2","2.3","1.3","1.3","24.5","48.3"
"Security Deposits","0","1.4","1.1","1","1.3","1.4","1.5","1.6","2","2.2"
"Unsecured, considered good","0","1.4","1.1","1","1.3","1.4","1.5","1.6","2","2.2"
"Loans and advances to related parties-Subsidiary Companies","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Associate Companies","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Joint Ventures","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Contribution to Funds","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Holding Company","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Inter-Corporate Deposits","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Others","0","0","0","0","0","0","0","0","0","0"
"Other Deposits","0","0","0","0","0","0","0","0","0","0"
"Balances with Government authorities","0","0","0","0","0","0","0.1","0","0","0"
"Unsecured, considered good","0","0","0","0","0","0","0.1","0","0","0"
"AdvanceTax","0","0","0","0","0.1","0.1","0","0","0","0"
"Unsecured, considered good","0","0","0","0","0.1","0.1","0","0","0","0"
"Advances/claims recoverable in cash or in kind","0","0","0","0","0","0","0","0","0","0"
"Prepaid Expenses","0","0","0","0","0","0","0","0","0","0"
"Loans & Advances to employees","0","0","0","0","0","0","0","0","0","0"
"Minimum Alternate Tax","0","0","0","0","0","0","0","0","0","0"
"Loans Given","0","0","0","0","0","0","0","0","0","0"
"Advances to Suppliers","0","0","0","0","0","0","0","0","0","0"
"Share Application Money","0","0","0","0","0","0","0","0","0","0"
"Bills Receivables","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to Other-Inter-Corporate Deposits","0","0","0","0","0","0","0","0","0","0"
"Interest Receivable","0","0","0","0","0","0","0","0","0","0"
"Other Long Term Loans and Advances","0","0.1","0.1","0.5","0.3","0.3","0.3","0.3","0.3","0.3"
"Unsecured, considered good","0","0.1","0.1","0.5","0.3","0.3","0.3","0.3","0.3","0.3"
"Loan against Insurance Policies / Policy Loans","","","","0","0","0","0","0","0","0"
"Other Non-Current Assets","0","0","0.3","9.7","0","0","0","0","0","0"
"Long term trade receivables","0","0","0","0","0","0","0","0","0","0"
"Debts due by related parties","0","0","0","0","0","0","0","0","0","0"
"Bank Deposits","0","0","0","9.4","0","0","0","0","0","0"
"Unsecured, considered good","0","0","0","9.4","0","0","0","0","0","0"
"Security & Other Deposits","0","0","0","0","0","0","0","0","0","0"
"Interest Accrued but not due","0","0","0","0","0","0","0","0","0","0"
"Prepaid Expenses","0","0","0","0","0","0","0","0","0","0"
"Others","0","0","0.3","0.3","0","0","0","0","0","0"
"Unsecured, considered good","0","0","0.3","0.3","0","0","0","0","0","0"
"LTLoan_ProvisionforDoubtfulDeb","0.7","1.2","19.2","0","0","0","0","0","0","0"
"Total Non Current Assets","112.3","191.2","189.9","265","210.5","193.3","183","188.9","203.5","311"
"Current Investments","0","0","0","0","0","0","0","0","0","0"
"Investment in Equity Instruments","0","0","0","0","0","0","0","0","0","0"
"Equity Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Equity Shares Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Preference Shares","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Quoted","0","0","0","0","0","0","0","0","0","0"
"Preference Shares Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Government or Trust securities","0","0","0","0","0","0","0","0","0","0"
"Investments in debentures or bonds","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Quoted","0","0","0","0","0","0","0","0","0","0"
"Debentures/Bonds Unquoted","0","0","0","0","0","0","0","0","0","0"
"Investments in Mutual Funds","0","0","0","0","0","0","0","0","0","0"
"Investmet in Certificate of Deposits with Scheduled Banks","0","0","0","0","0","0","0","0","0","0"
"Investments in Commercial paper","0","0","0","0","0","0","0","0","0","0"
"Investments in Treasury Bills","0","0","0","0","0","0","0","0","0","0"
"Inventories","43.2","53.9","58.7","66.2","66.7","71.8","132.9","159.8","145.1","185.3"
"Raw Materials and components","29.5","38","31.6","43.9","49","46.3","93.5","90.3","87.7","116.9"
"Goods-in transit","4.5","0","0","0","0","0","0","0","0","0"
"Work-in-progress","0.4","0.5","1.6","3.4","0.9","2.6","3.2","7.7","3.5","4.1"
"Finished goods","13","13.3","15.6","14.7","10","13.2","27.9","46.6","35.9","40.1"
"Stock-in-trade","0","0","0","0","0","0","0","0","0","0"
"Stores and spares","0.3","0","0","0","0","0","2.2","8.1","10.7","18.1"
"Loose Tools","0","0","0","0","0","0","0","0","0","0"
"Packing Materials","0","0.8","0","1.6","1.2","2.1","3.9","3.9","0","0"
"Contract Work in Progress / Site Under Development","0","0","0","0","0","0","0","0","0","0"
"Others","0","1.4","9.9","2.7","5.6","7.6","2.1","3.2","7.3","6.1"
"Goods-in transit","0","1.4","9.9","2.7","0","0","0","0","0","0"
"Trade Receivables","40.1","46.9","57.2","78.9","87.4","98.6","118.8","125.8","161.1","203.9"
"Trade receivables outstanding for a period less than six months","37.9","46.9","57.2","78.9","87.4","98.6","118.8","125.8","0","0"
"Unsecured, considered Good","37.9","46.9","57.2","78.9","87.4","98.6","118.8","125.8","0","0"
"Trade receivables outstanding for a period exceeding six months","2.2","0","0","0","0","0","0","0","161.1","203.9"
"Unsecured, considered Good","2.2","0","0","0","0","0","0","0","161.1","203.9"
"Cash and Cash Equivalents","1.7","1.4","0.9","2.2","6.1","15.1","8.7","26.7","73.5","50.7"
"Cash and Equivalents","0.5","0.2","0.3","1.6","6","5.1","1.7","4.1","11.1","48.9"
"Balances with Banks","0.3","0.2","0.3","1.6","6","5.1","1.7","4","11.1","48.9"
"in Current Accounts","0.3","0.1","0.3","1.6","5.4","4.5","1.7","4","3.1","23.1"
"in Deposits with maturity upto 3 months","0","0.2","0","0","0.5","0.6","0","0","8","25.8"
"Cheques, Drafts on Hand","0.1","0","0","0","0","0","0","0","0","0"
"Cash on Hand","0.1","0","0","0","0","0","0","0","0","0"
"Other Bank Balances","1.2","1.1","0.5","0.6","0.1","10.1","7","22.7","62.4","1.8"
"Unclaimed Dividend","0.1","0","0","0","0","0","0","0","0","0"
"Deposits with maturity more than 3 months and upto 12 months","0","0","0","0","0","8.1","0.1","1.4","60.2","1.1"
"Other Short Term Bank Deposits","1.1","0","0","0","0","0","0","0","0","0"
"Other Bank Balances","0","1.1","0.5","0.6","0.1","2","6.9","21.3","2.2","0.7"
"Short-Term Loans and Advances","13.1","8.6","2.3","4.7","3.7","4.8","19.7","14.3","11","9.9"
"Capital Advances","6.4","0","0","0","0","0.4","0","0","0","0"
"Unsecured, considered good","6.4","0","0","0","0","0.4","0","0","0","0"
"Security Deposits","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Subsidiary Companies","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Associate Companies","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Joint Ventures","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Contribution to Funds","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Holding Company","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Inter-Corporate Deposits","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to related parties-Others","0","0","0","0","0","0","0","0","0","0"
"Other Deposits","0.5","0","0","0","0","0","0","0","0","0"
"Unsecured, considered good","0.5","0","0","0","0","0","0","0","0","0"
"Balances with Government authorities","5","7.2","0.1","0.6","0","0","1.3","1.3","0","0"
"Unsecured, considered good","5","7.2","0.1","0.6","0","0","1.3","1.3","0","0"
"Advance Tax","0","0.5","0.9","1","1","1.3","0","0","0","0"
"Unsecured, considered good","0","0.5","0.9","1","1","1.3","0","0","0","0"
"Advances/claims recoverable in cash or in kind","0.1","0","0","0","0","0","0","0","0","0"
"Unsecured, considered good","0.1","0","0","0","0","0","0","0","0","0"
"Prepaid Expenses","0.1","0","0","0","0","0","0","0","0","0"
"Unsecured, considered good","0.1","0","0","0","0","0","0","0","0","0"
"Loans & Advances to employees","0.2","0.1","0.1","0","0","0.1","0.2","0","0.4","0.2"
"Unsecured, considered good","0.2","0.1","0.1","0","0","0.1","0.2","0","0.4","0.2"
"Minimum Alternate Tax","0","0","0","0.5","0","0","0","0","0","0"
"Unsecured, considered good","0","0","0","0.5","0","0","0","0","0","0"
"Loans Given:","0","0","0","0","0","0","0","0","0","0"
"Loans and advances to Other-Inter-Corporate Deposits","0","0","0","0","0","0","0","0","0","0"
"Advances to Suppliers","0.9","0.7","1.2","2.5","2.3","2.7","17.5","12.7","10.6","9.6"
"Unsecured, considered good","0.9","0.7","1.2","2.5","2.3","2.7","17.5","12.7","10.6","9.6"
"Share Application Money","0","0","0","0","0","0","0","0","0","0"
"Bills Receivables","0","0","0","0","0","0","0","0","0","0"
"Interest Receivable","0","0","0","0.1","0","0","0","0.2","0","0"
"Unsecured, considered good","0","0","0","0.1","0","0","0","0.2","0","0"
"Other Short Term Loans and Advances","0","0","0.1","0","0.3","0.4","0.8","0","0","0"
"Unsecured, considered good","0","0","0.1","0","0.3","0.4","0.8","0","0","0"
"Loan Against Insurance Policies","","","","0","0","0","0","0","0","0"
"Other Current Assets","0.7","1.2","19.2","21.1","20.8","23.4","25.9","22.5","11.4","17.6"
"Other accrued Interest","0","0","0","0","0","0","0","0","0","0"
"Export Incentive Receivable","0","0.5","0.1","3.6","0.6","0","5","0","0","0"
"Income tax refund receivable","0.4","0","0","0","0","0","0","0","10.7","16.3"
"Others","0","0","0","0.1","0","0","0","0","0","0"
"VAT/Sales Tax Receivable","0.4","0","18.9","17","20","21.6","19.6","21.5","0","0"
"IPrepaid Expenses","0","0.7","0.1","0.3","0.3","0.2","0.2","0.8","0.7","1.2"
"Foreign Currency Monetary Item Translation Difference Account","0","0","0","0","0","1.5","1","0.2","0","0"
"Miscellaneous Expenses not written off","0","0","0","0","0","0","0","0","0","0"
"Total Current Assets","98.8","112","138.3","173.1","184.7","213.8","305.9","349.2","402.2","467.2"
"TOTAL ASSETS","211.1","303.2","328.2","438.2","395.3","407.1","488.9","538.1","605.7","778.3"
