"Title","Mar 2016","Mar 2017","Mar 2018","Mar 2019","Mar 2020","Mar 2021","Mar 2022","Mar 2023","Mar 2024","Mar 2025"
"Prior Period Income","0","0","0","0","0","0","0","0","0.1","0"
"Other Non Operating Income","0.2","0.3","0.5","0.9","0.7","0.2","6.5","0.2","0.3","1"
"Total Revenue","250.1","295.5","341.4","462.2","463.1","480.6","667.3","953.6","919.8","1032.6"
"Cost of Materials Consumed","137.8","144.5","178.5","260.5","241.7","251.2","389.8","554.1","459.2","562.2"
"Raw Materials","137.8","144.5","178.5","260.5","241.7","251.2","389.8","554.1","459.2","562.2"
"Opening Stock","25.5","24.5","38","33.2","43.6","48.2","46","91.9","89.9","87.7"
"Add: Purchases of Raw Material","141.8","158","171.7","263.3","237.5","238.9","416.4","532.4","443.9","570.9"
"Add: Direct Expense on Purchase/Adjustment","0","0","0","7.6","8.8","10.1","19.2","19.6","13.2","20.5"
"Less: Closing Stock","29.5","38","31.3","43.6","48.2","46","91.9","89.9","87.7","116.9"
"Packing Materials","0","0","0","0","0","0","0","0","0","0"
"Other Materials","0","0","0","0","0","0","0","0","0","0"
"Purchases of Stock-in-Trade","7.7","9.2","7.6","0.2","0.2","0.3","1","0.1","0","0"
"Purchase of Stock in Trade","7.7","9.2","7.6","0.2","0.2","0.3","1","0.1","0","0"
"Changes in Inventories of Finished Goods, Work-in-Progress and Stock-in-Trade","-3.7","-0.3","-3.4","-0.8","7.1","-4.9","-15.3","-23.2","14.9","-4.9"
"Opening Stock","10.4","13.4","13.7","17.3","18","10.9","15.8","31.2","54.3","39.4"
"Finished Goods","10","13","13.3","15.7","14.7","10","13.2","27.9","46.6","35.9"
"Work-in-Progress","0.3","0.4","0.5","1.6","3.4","0.9","2.6","3.2","7.7","3.5"
"Less: Closing Stock","13.4","13.7","17.2","18","10.9","15.8","31.2","54.3","39.4","44.3"
"Finished Goods","13","13.3","15.6","14.7","10","13.2","27.9","46.6","35.9","40.1"
"Work-in-Progress","0.4","0.5","1.6","3.4","0.9","2.6","3.2","7.7","3.5","4.1"
"Increase/Decrease in Excise Duty on Finished Goods","-0.6","0","0","0","0","0","0","0","0","0"
"Employee Benefits Expenses","18.7","26.6","30.2","30.3","37.5","38.3","54.8","68.8","75.1","83.5"
"Salaries and incentives","17","24.7","28.4","28","34","34.6","50.4","63.4","69","77.2"
"Contributions to Provident and other fund","0.4","0.7","0.8","0.8","1.5","1.6","2","2.3","3.7","4.2"
"Gratuity fund contributions","0","0.5","0.3","0.3","0.4","0.5","0.4","0.5","0","0"
"Staff welfare expenses","0.4","0.4","0.6","0.9","1.4","1.2","1.7","2.1","2.4","2.1"
"Other Employee Benefit","0.9","0.2","0.1","0.2","0.3","0.3","0.2","0.5","0","0"
"Floating Staff","","","","","","","","","",""
"Finance Costs","6.5","10","7.7","11.4","10.9","6","7.8","8.2","2.5","3.9"
"Interest Expenses on:","4.3","8.3","6.2","7.5","8.7","3.3","2.9","3","0.7","0.6"
"Other Interest","4.3","8.3","6.2","7.5","8.7","3.3","2.9","3","0.7","0.6"
"Bank Charges","0","0","0","0","0","0","1.2","1.8","1.7","1.7"
"Other borrowing costs","1.3","1.7","1.5","2.2","1.6","1.4","0.2","0.3","0","0"
"Applicable net gain/loss on Foreign Currency Transactions and Translat","0.9","0","0","1.7","0.7","1.4","3.5","3","0.1","1.6"
"Depreciation and Amortization Expenses","4.6","5.7","10.8","18.2","21","23.1","23.3","20","22.3","23.9"
"Depreciation & Amortisation","4.6","5.7","10.8","18.2","21","23.1","23.3","20","22.3","23.9"
"Depreciation","4.6","5.7","10.8","18.2","21","23.1","23.3","20","22.3","23.9"
"Other Expenses","58.8","68.5","77","90.5","96","95.7","125.4","197.6","181.5","199"
"Manufacturing expenses","31.8","27.5","41.9","50.4","54.7","49.7","63.3","90.1","84.5","89.8"
"Consumption of stores and spare parts","17.2","12","6.3","6.6","8.2","8.2","7.7","7","9.5","14.1"
"Power, Fuel & Water Charges","12.3","14.1","19.8","29.2","33","23.6","37.2","52.7","44.3","46.5"
"Power, Oil & Fuel","12.3","14.1","19.8","29.2","33","23.6","37.2","52.7","44.3","46.5"
"Repairs to Building","0.4","0.2","0.3","0.7","1","2.3","0.5","1","1.3","0.5"
"Repairs to Machinery","0.7","1.2","1.2","1.8","2","4","4.7","4.1","4.4","0.7"
"Increase/Decrease in Excise Duty and Cess on Finished Goods","1.2","0","0","0","0","0","0","0","0","0"
"Freight Inwards & Transport charges","0","0","5.1","0","0","0","0","0","0","0"
"Packing Materials","0","0","9","12.1","10.4","11.5","13.3","25.2","24.9","28"
"Cost of Insurance Operations :","","","","0","0","0","0","0","0","0"
"Selling and Administration Expenses","26.4","37.9","31.3","36.4","37.7","43.5","58.5","102","94.4","106"
"Travelling Expenses","2.6","3.4","2","1.9","2.8","0.8","2.6","4.5","6","6.3"
"Brokerage & Commission on Sales","1.7","0","0","0","0","0","0","0","0","0"
"Marketing Expenses","4","8.8","2.5","4.8","6.2","0","0","0","0","0"
"Cash Discount and Rebate","0.1","0","0","0","0","0","0","0","0","0"
"Other Discount and Rebate","1.3","0","0","0","0","0","0","0","0","0"
"Distribution Expenses","3.2","20.1","21.4","25.1","23.4","31.2","45.9","83.3","64.1","74"
"Other Sales Promotion Expenses","0","0","0","0","0","6.6","5","7.3","11.1","11.1"
"Other selling and Distribution Expenses","5.8","0.1","0.1","0.3","0.2","0.2","0.3","0.6","0.5","0.7"
"Rent","1.8","3.1","2.6","0.6","0.6","0.6","0.8","0.9","1.1","1.3"
"Insurance","0.2","0.3","0.4","0.7","0.7","0.7","1","1.2","1.2","1.2"
"Rates & Taxes","0.1","0.2","0.5","0.6","0.6","0.5","0.3","0.5","0.4","0.9"
"Other Repairs","0.6","1.3","1.2","1.9","2.4","2.1","1.1","1.6","3.4","4.7"
"Payment to Auditors","0","0","0","0","0","0.1","0","0.1","0.1","0.1"
"(a) as auditor","0","0","0","0","0","0.1","0","0","0.1","0.1"
"(e) for other services","0","0","0","0","0","0","0","0","0","0"
"Professional fees","0.3","0.6","0.5","0.4","0.7","0.6","1.4","2","0","0"
"Legal Expenses","0","0","0","0","0","0","0","0","2.7","3.1"
"Printing & Stationery","0.1","0","0","0","0","0","0","0","0","0"
"Other Commission paid","3.6","0","0","0","0","0","0","0","0","0"
"Postage, Telegrams and Telephones","0.5","0","0","0","0","0","0","0","0","0"
"Books, Subscription, Periodicals and Memberships","0","0","0","0","0","0","0","0","0","0"
"Employee Recruitment and Training Expenses","0","0","0","0","0","0","0","0","0","0"
"Computer Repairs & Maintenance","0.4","0","0","0","0","0","0","0","0","0"
"Electricity Charges","0","0","0","0","0","0","0","0","0","0"
"Other Administrative Expenses","0","0","0","0","0","0","0","0","3.9","2.7"
"Miscellaneous Expenditure","0.6","3","3.8","3.6","3.6","2.6","3.6","5.5","2.7","3.2"
"Donations & Charity","0","0","0","0","0","0","0","0","0","0"
"Loss on Sale of Assets","0","0.1","0.3","0.3","0.1","0.1","0","0","0.1","0"
"Other Interest Expenses","0","0","0","0","0","0","0","0","0.7","0.3"
"Other Miscellaneous Expenses","0.5","2.8","2.9","2.8","3","1.3","2.4","4.2","0","0"
"Corporate Social Responsibility","0","0.1","0.6","","","","","","",""
"Total Expenses","230.4","264.3","308.4","410.4","414.4","409.7","586.8","825.5","755.5","867.7"
"Profit before Exceptional and Extraordinary Items and Tax","19.7","31.2","33.1","51.9","48.7","70.9","80.6","128.1","164.3","164.9"
"Exceptional Items","0","0","0","0","-15.2","0","0","0","0","0"
"Net Profit/Loss on sale of Non Current Investments","0","0","0","0","0","0","0","0","0","0"
"Net Profit/Loss on Sale of Fixed Assets","0","0","0","0","0","0","0","0","0","0"
"Provision for Diminution in Value of Investments","0","0","0","0","0","0","0","0","0","0"
"Reversal of Provision for Diminution in Value of Investments","0","0","0","0","0","0","0","0","0","0"
"Other Exceptional Items","0","0","0","0","-15.2","0","0","0","0","0"
"Expenditure","0","0","0","0","-15.2","0","0","0","0","0"
"Profit before Extraordinary Items and Tax","19.7","31.2","33.1","51.9","33.5","70.9","80.6","128.1","164.3","164.9"
"Extraordinary Items","0","0","0","0","0","0","0","0","0","0"
"Net Profit/Loss on sale of Non Current Investments","0","0","0","0","0","0","0","0","0","0"
"Net Profit/Loss on Sale of Fixed Assets","0","0","0","0","0","0","0","0","0","0"
"Provision for Diminution in Value of Investments","0","0","0","0","0","0","0","0","0","0"
"Reversal of Provision for Diminution in Value of Investments","0","0","0","0","0","0","0","0","0","0"
"Other Extraordinary Items","0","0","0","0","0","0","0","0","0","0"
"Profit before Tax","19.7","31.2","33.1","51.9","33.5","70.9","80.6","128.1","164.3","164.9"
"Tax Expenses","7.5","11.5","13","13.1","14.6","15.7","19.5","32.1","35.9","43"
"(1) Current Tax","6.7","9.9","7.1","15.2","13","17.3","19.9","32.9","43.4","43.9"
"(2) Deferred Tax","0.4","1.5","5.5","-1.1","0","-1.3","-1.3","-0.8","-7.5","-1"
"(3) Other Tax Adjustments","0.4","0.1","0.4","-1.1","1.6","-0.4","0.9","0","0","0.1"
"Prior Year Tax","0.4","0.1","0.4","-1.1","1.6","-0.4","0.9","0","0","0.1"
"Profit after Tax before Share of Profit/Loss in Associate Company and Minority interests","","","","38.8","18.6","55.2","61.1","96","128.4","121.9"
"Share of Profit/(Loss) in Associate Company","","","","0","0","-0.1","-0.2","0","0","0"
"Profit/(Loss) for the period from Continuing Operations","12.1","19.6","20.1","38.8","18.4","55.1","60.9","96","128.4","121.9"
"Profit/(Loss) for the period","12.1","19.6","20.1","38.8","18.6","55.1","60.9","96","128.4","121.9"
"Basic EPS","16.6","26.9","24.8","47.5","11","32.6","36.1","56.6","75.8","71.5"
"Diluted EPS","16.6","26.9","24.8","47.5","11","32.6","35.9","56.6","75.8","71.5"
"Book Value","76.8","104.6","178.3","226.8","241","306.2","186.5","243.1","316.4","387.9"
"Contingent Liabilities & Commitments","25.7","10.3","258.8","389.2","406.6","283.5","372.6","591","598.3","1106.2"
"Contingent Liabilities","4","2.5","2.2","7.1","26.4","37.6","38.7","41.6","39","36"
"Claims against the company not acknowledged as debt","1.1","0","0","0","0","0","0","0","0","0"
"Sales Tax Disputed","0","0","0","0","0","0","0","0","0","0"
"Income Tax Disputed","1.1","2.5","2.2","2.2","2.6","17","17","17","18.2","15.2"
"Excise Disputed","0","0","0","0.1","0.1","0","0","0","0.1","0.1"
"Others Disputed","0","0","0","4.8","23.7","20.6","20.6","20.6","20.6","20.6"
"Guarantees","2.8","0","0","0","0","0","1.1","3.9","0.1","0.1"
"Bank Guarantees","0.4","0","0","0","0","0","0","0","0.1","0.1"
"Letters of Credit","2.4","0","0","0","0","0","0","0","0","0"
"Bills Discounted","0","0","0","0","0","0","1.1","3.9","0","0"
"Commitments","21.7","7.8","256.6","382.1","380.2","245.9","334","549.4","559.3","1070.2"
"(a) Estimated amount of contracts remaining to be executed on capital","21.7","4.1","42.3","4","2.8","0","0","0","161.8","185.9"
"(c) Other commitments","0","3.7","214.3","378.1","377.4","245.9","334","549.4","397.5","884.3"
"Preference Dividend","","1.4","","0","0","0","0","0","0","0"
"Dividend (%)","0","0","0","0","0","0","50","0","50","0"
"Dividend Per Share","0","0","0","0","0","0","2.5","0","2.5","0"
"Extraordinary Items After Tax","0","0","0","0","-0.2","0","0","0","0","0"
